GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NCD_CCS_targets,Existence of a set of time-bound national targets based on WHO guidance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4980,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_paaware,Implementation of physical activity public awareness program,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4981,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_DiabetesReg,Existence of a diabetes registry,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4686,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_CancerRegNational,Existence of population-based cancer registry,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4479,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_PM3_Surv,Has a STEPS survey or a comprehensive health examination survey every 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4687,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_NCDGuide,Existence of evidence-based national guidelines/protocols/standards for the management of major NCDs through a primary care approach,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4478,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_diabtest,"General availability of diabetes testing (by blood glucose measurement, OGTT) at the primary health care level",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2413,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,Yes,,,,,,
NCD_CCS_HbA1c,General availability of diabetes testing (by HbA1c) at the primary health care level,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4688,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_CholMsmt,General availability of total cholesterol measurement at the primary health care level,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2415,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_UrineAlbumin,General availability of urine testing for albumin,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4553,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,Yes,,,,,,
NCD_CCS_Insulin,General availability of insulin in the public health sector,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2417,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,Yes,,,,,,
NCD_CCS_Aspirin,General availability of aspirin (100 mg) in the public health sector,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2418,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,Yes,,,,,,
NCD_CCS_Metformin,General availability of metformin in the public health sector,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2419,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,Yes,,,,,,
NCD_CCS_Thiazide,General availability of thiazide diuretics in the public health sector,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2421,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,Yes,,,,,,
NCD_CCS_ACE,General availability of ACE inhibitors in the public health sector,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2422,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,Yes,,,,,,
NCD_CCS_ARB,General availability of Angiotensin II receptor blockers (ARBs) in the public health sector,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5556,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_CCBlkrs,General availability of CC blockers in the public health sector,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2423,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,Yes,,,,,,
NCD_CCS_betablockers,General availability of beta blockers in the public health sector,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4705,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,Yes,,,,,,
NCD_CCS_Statins,General availability of statins in the public health sector,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2426,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_OralMorph,General availability of oral morphine in the public health sector,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2427,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_Steroid,General availability of steroid inhalers in the public health sector,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2431,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_Bronchodilators,General availability of bronchodilators in the public health sector,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4554,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,Yes,,,,,,
NCD_CCS_sulphonylurea,General availability of sulphonylurea(s) in the public health sector,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4706,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_Nicotine,General availability of nicotine replacement therapy in the public health sector,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2428,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4689,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,Yes,,,,,,
NCD_CCS_cervicalcancerscreening,Existence of national screening program for cervical cancer,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4690,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,Yes,,,,,,
NCD_CCS_cervicalcancermethod,Most widely used screening method in national cervical cancer screening program,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4691,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,PAP smear,,,,,,
NCD_CCS_cervicalcancerpgmtype,Type of national cervical cancer screening program,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4692,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,Organized population-based screening,,,,,,
NCD_CCS_cervicalcancerpgmcvg,Coverage of national cervical cancer screening program (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4693,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,10 to 50,,,,,,
NCD_CCS_hpv,Existence of national HPV vaccination programme,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4694,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_photocoag,General availability of retinal photocoagulation in the public health system,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4695,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_dialysis,General availability of dialysis in the public health system,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4696,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_renaltrans,General availability of renal replacement by transplantation in the public health system,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4697,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_thrombolytic,General availability of thrombolytic therapy in the public health system,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4699,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_bone_marrow,General availability of bone marrow transplantation in the public health system,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5557,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_coronary,General availability of coronary bypass or stenting in the public health system,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4698,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_palliative_prim,General availability of palliative care in primary health care in the public health system,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4700,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_palliative_home,General availability of palliative care in community or home-based care in the public health system,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4701,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_riskstrat,Availability of cardiovascular risk stratification in 50% or more primary health care facilities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4702,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_stroke,Provision for care of acute stroke and rehabilitation in more than 50% of public sector health facilities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4703,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,Yes,,,,,,
NCD_CCS_rheumreg,Existence of a register of patients who had rheumatic fever and rheumatic heart disease,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4983,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_rheumfollowup,Has systems for follow-up/recall to deliver long-term penicillin prophylaxis to patients with rheumatic fever and rheumatic heart disease,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4984,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,Not applicable,,,,,,
NCD_CCS_SSBTAX,Existence of tax on sugar-sweetened beverages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5283,PUBLISHED,Published,,2019,2019,,EMR,Eastern Mediterranean,,DJI,2019,2019,Djibouti,,No,,,,,,
NCD_CCS_NCDUnit_Operational,"Existence of an Operational Unit, Branch, or Dept. in Ministry of Health with responsibility for NCDs",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2396,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_SSBTAX,Existence of tax on sugar-sweetened beverages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5283,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_FOOD_TAX,"Existence of tax on foods high in fat, sugars or salt",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5685,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_PRICE_SUBS,Existence of price subsidies for healthy foods,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5686,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_PA_TAX,Existence of tax incentives to promote physical activity,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5687,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_targets,Existence of a set of time-bound national targets based on WHO guidance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4980,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_integNCDplan,"Existence of an operational, multisectoral national NCD policy, strategy or action plan that integrates several NCDs and their risk factors",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4680,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_AlcPlan,Existence of operational policy/strategy/action plan to reduce the harmful use of alcohol,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2401,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_CancerPlan,Existence of operational policy/strategy/action plan for cancer,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2398,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_DiabPlan,Existence of operational policy/strategy/action plan for diabetes,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2399,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_PAPlan,Existence of operational policy/strategy/action plan to reduce physical inactivity,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2403,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_CVDPlan,Existence of operational policy/strategy/action plan for cardiovascular diseases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2397,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_CRDPlan,Existence of operational policy/strategy/action plan for chronic respiratory diseases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2400,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_DietPlan,Existence of operational policy/strategy/action plan to reduce unhealthy diet related to NCDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2402,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,Yes,,,,,,
NCD_CCS_TobPlan,Existence of operational policy/strategy/action plan to decrease tobacco use,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2404,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_EyePlan,Existence of operational policy/strategy/action plan for eye health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5688,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_HearingPlan,Existence of operational policy/strategy/action plan for hearing health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5689,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_oralhealthplan,Existence of operational policy/strategy/action plan for oral health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4982,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_OvwtPlan,Existence of operational policy/strategy/action plan to reduce overweight/obesity,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5690,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_Mkting,Existence of any policies on marketing of foods to children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4682,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_paaware,Implementation of physical activity public awareness program,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4981,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_SaltPol,Existence of any policies to reduce population salt consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4683,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_SatFat,Existence of national policies on saturated fatty acids,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5554,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_TransFat,Existence of national policies on trans-fatty acid elimination,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5555,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_PA_GUIDELINES,Existence of national guidelines for physical activity,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5691,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_PA_MASS_PART,Implementation of a recent mass participation event,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5692,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_DIET_AWARE,Implementation of a nutrition public awareness program,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5693,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_MORT_TARGET,Existence of a national target on NCD mortality,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5694,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_ALC_TARGET,Existence of a national target on alcohol,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5695,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_PA_TARGET,Existence of a national target on physical inactivity,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5696,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_SALT_TARGET,Existence of a national target on salt,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5697,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_TOB_TARGET,Existence of a national target on tobacco,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5698,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_BP_TARGET,Existence of a national target on blood pressure / hypertension,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5699,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_DIAB_TARGET,Existence of a national target on diabetes,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5700,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_OBES_TARGET,Existence of a national target on obesity,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5701,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_DRUG_THERAPY_TARGET,Existence of a national target on drug therapy and counselling,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5702,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_ESS_MEDS_TECH_TARGET,Existence of a national target on essential medicines and technologies,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5703,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_PBCR,Existence of population-based cancer registry,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4479,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_DiabetesReg,Existence of a diabetes registry,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4686,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
NCD_CCS_PM3_Surv,Has a STEPS survey or a comprehensive health examination survey every 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4687,PUBLISHED,Published,,2021,2021,,EMR,Eastern Mediterranean,,DJI,2021,2021,Djibouti,,No,,,,,,
